post_id,followers,likes,comments,shares,engagement_rate,growth rate,log_followers,likes_per_follower,comments_per_follower,shares_per_follower,comment_to_like_ratio,iso_score,lof_score,score_disagreement,fraud_score,risk_level,flagged_fraud,vetting_action,Label
IG0001522,539426,152322,8775,310,29.92,0.05542929,13.198262744052379,0.2823779350643091,0.016267291528402412,0.0005746849428837319,0.05760822468192382,9.0982784517773,0.430388095403336,8.667890356373965,5.631122309227714,Low,0,Low Risk — Auto approve,unlabeled
IG0001523,911527,102299,9530,3099,12.61,0.025232385,13.72287759122477,0.11222816219376935,0.010454983779964828,0.0033997895838521514,0.09315829089238409,2.7230706509860463,0.5325498822180569,2.1905207687679895,1.8468623434788505,Low,0,Low Risk — Auto approve,unlabeled
IG0001524,1737903,71688,3642,2599,4.48,0.021059864,14.368190347378578,0.04124971301620401,0.0020956290425875324,0.0014954804727306415,0.0508034817542685,2.6193573876617284,0.40812730509243733,2.211230082569291,1.7348653546340118,Low,0,Low Risk — Auto approve,unlabeled
IG0001525,940439,11641,2564,3824,1.92,0.042320661,13.754103129834911,0.012378261641637576,0.0027263862940605397,0.004066186110954565,0.2202559917532858,4.710357369650879,1.2018529096050172,3.5085044600458617,3.306955585632534,Low,0,Low Risk — Auto approve,unlabeled
IG0001526,14240,11659,5565,1146,129.0,5.842696629,9.563880407219427,0.81875,0.3908005617977528,0.08047752808988765,0.4773136632644309,74.5169839940101,6.575829969045205,67.9411540249649,47.34052238402415,Medium,1,Medium Risk — Manual review required,unlabeled
IG0001527,867220,98934,2432,2613,11.99,0.044971288,13.673049125241478,0.1140817785567676,0.0028043633680035055,0.0030130762666912662,0.024582044595386824,0.9420888589383573,0.3834552135903364,0.5586336453480208,0.7186354007991489,Low,0,Low Risk — Auto approve,unlabeled
IG0001528,1166905,11510,1400,2240,1.3,0.024080795,13.969866359609757,0.00986369927286283,0.0011997549072118125,0.0019196078515389,0.12163336229365769,4.123540097025273,1.3367077171505286,2.7868323798747445,3.0088071450753757,Low,0,Low Risk — Auto approve,unlabeled
IG0001529,1762626,66750,9043,195,4.31,0.037330665,14.382315867810187,0.037869633149630155,0.005130413371866749,0.00011063038897644764,0.1354756554307116,5.600913230685519,0.5469092919407424,5.054003938744777,3.5793116551876083,Low,0,Low Risk — Auto approve,unlabeled
IG0001530,1131296,150884,6345,1579,14.04,0.059489294,13.938875320094548,0.13337269821514441,0.005608611716120273,0.001395744349843012,0.04205217252989051,1.7817282754932537,0.28225379324271355,1.4994744822505401,1.1819384825930377,Low,0,Low Risk — Auto approve,unlabeled
IG0001531,596525,26874,5796,1184,5.68,0.118352123,13.298878107164496,0.045050919911152086,0.009716273416872721,0.00198482880013411,0.2156731413261889,5.875983514520153,0.5100995169771727,5.365883997542981,3.729629915502961,Low,0,Low Risk — Auto approve,unlabeled
IG0001532,767401,83333,7669,2911,12.24,0.126921909,13.550766062994356,0.10859120590147785,0.009993471470587085,0.0037933231778431355,0.09202836811347245,4.085283688263584,0.5842751416301988,3.5010085466333853,2.68488026961023,Low,0,Low Risk — Auto approve,unlabeled
IG0001533,813716,74590,3888,3986,10.13,0.003318111,13.60936791868723,0.09166588834433635,0.00477807982146105,0.004898514960993762,0.05212494972516423,2.688815573590812,0.6617996498645135,2.0270159237262986,1.8780092041002927,Low,0,Low Risk — Auto approve,unlabeled
IG0001534,1037695,188405,5261,1150,18.77,0.077768516,13.852513428907324,0.18156105599429506,0.005069890478416105,0.0011082254419651247,0.02792388737029272,3.446516865130255,0.612715921306291,2.833800943823964,2.3129964876006692,Low,0,Low Risk — Auto approve,unlabeled
IG0001535,1626077,98851,5572,3984,6.67,0.009655139,14.301681538419052,0.060791094148678074,0.0034266519974146367,0.002450068477692016,0.056367664464699395,2.3485449769891207,0.4614317516074524,1.8871132253816683,1.5936996868364532,Low,0,Low Risk — Auto approve,unlabeled
IG0001536,1777667,41741,7216,2834,2.91,0.02615788,14.390812950961227,0.02348077564583243,0.0040592529421989605,0.0015942243401041928,0.1728755899475336,4.383347622290186,0.7112061532418847,3.6721414690483014,2.9144910346708652,Low,0,Low Risk — Auto approve,unlabeled
IG0001537,1054227,58927,5114,36,6.08,0.078730672,13.868319303475488,0.05589593133167715,0.004850947661177336,3.414824321517092e-05,0.08678534457888575,3.3890697449988285,0.4668609307258971,2.922208814272931,2.220186219289656,Low,0,Low Risk — Auto approve,unlabeled
IG0001538,1680388,46924,5051,325,3.11,0.053499549,14.334535872195477,0.027924503150462868,0.0030058534100457753,0.00019340771298057355,0.10764214474469355,5.084290894727386,0.9341466281456977,4.150144266581688,3.4242331880947106,Low,0,Low Risk — Auto approve,unlabeled
IG0001539,387215,4276,8094,2396,3.81,0.103301783,12.866737955844865,0.01104296062910786,0.02090311584003719,0.006187776816497295,1.89289055191768,26.604005746228847,4.400673457900375,22.203332288328472,17.72267283089746,Low,0,Low Risk — Auto approve,unlabeled
IG0001540,1723463,36576,9324,2418,2.8,0.025529994,14.359846776992446,0.021222387715895265,0.005410037813402434,0.0014029892141577743,0.2549212598425197,5.2837886008147406,0.8273311704564015,4.4564574303583395,3.501205628671405,Low,0,Low Risk — Auto approve,unlabeled
IG0001541,452763,157162,4399,2873,36.32,0.074211011,13.023126297410043,0.34711758690529043,0.009715899929985445,0.006345483177733163,0.027990226645117775,7.407142211187632,0.0579850580716938,7.3491571531159385,4.467479349941257,Low,0,Low Risk — Auto approve,unlabeled
IG0001542,700550,75798,4008,1966,11.67,0.067375633,13.45962244724822,0.10819784455071016,0.005721219042181144,0.0028063664263792733,0.05287738462756273,1.1700130907439465,0.14607013495324817,1.0239429557906985,0.7604359084276672,Low,0,Low Risk — Auto approve,unlabeled
IG0001543,318635,192803,854,1881,61.37,0.229729942,12.671804664424988,0.605090464010545,0.0026801826541340405,0.005903306290897108,0.004429391658843483,18.141626965464333,1.6338625731275904,16.507764392336743,11.538521208529636,Low,0,Low Risk — Auto approve,unlabeled
IG0001544,1456817,121946,4698,3598,8.94,0.041734823,14.191765163167638,0.08370715058926413,0.003224838809541624,0.0024697679941955647,0.03852524888065209,1.061908951152557,0.11148866597736447,0.9504202851751925,0.68174083708248,Low,0,Low Risk — Auto approve,unlabeled
IG0001545,64000,29160,2748,2024,53.02,0.85625,11.06665398721974,0.455625,0.0429375,0.031625,0.09423868312757201,35.73984712734288,0.766961413354317,34.97288571398856,21.75069284174745,Low,1,Low Risk — Auto approve,unlabeled
IG0001546,1954318,157656,2370,1498,8.26,0.048610308,14.485552353122062,0.08067059710855654,0.0012126992638864299,0.0007665078047687224,0.01503272948698432,4.213267340584884,0.31872190002333384,3.8945454405615503,2.655449164360264,Low,0,Low Risk — Auto approve,unlabeled
IG0001547,960448,78558,4182,3841,9.01,0.070592057,13.775156162435902,0.0817930798960485,0.00435421803158526,0.0039991753848204175,0.05323455281448102,1.1769424501664767,0.3115023697268727,0.8654400804396041,0.830766417990635,Low,0,Low Risk — Auto approve,unlabeled
IG0001548,1472457,115006,5060,999,8.22,6.79e-05,14.20244367118089,0.07810482750939417,0.003436433118250652,0.0006784578429115417,0.043997704467593,2.457576917424255,0.46982419564260136,1.987752721781654,1.6624758287115937,Low,0,Low Risk — Auto approve,unlabeled
IG0001549,1312591,174445,2727,4910,13.87,0.041140005,14.087514366229454,0.13290126170299812,0.0020775702408442538,0.003740693026235895,0.015632434291610535,3.4539420565829233,0.2802799739804735,3.17366208260245,2.1844772235419434,Low,0,Low Risk — Auto approve,unlabeled
IG0001550,1594955,81603,3512,1776,5.45,0.026834613,14.28235670761368,0.05116319896172619,0.002201943001526689,0.0011135110394964122,0.043037633420339935,2.2814192396385855,0.27624881574972776,2.005170423888858,1.4793510700830423,Low,0,Low Risk — Auto approve,unlabeled
IG0001551,379497,70880,2828,4974,20.73,0.238473558,12.846604605711708,0.18677354498191026,0.007451969317280506,0.013106822978837777,0.03989841986455982,10.002398967097347,0.508022165760396,9.494376801336951,6.2046482465625665,Low,0,Low Risk — Auto approve,unlabeled
IG0001552,829895,190809,9597,3917,24.62,0.033739208,13.62905567071711,0.22991944764096664,0.011564113532434826,0.004719874200953132,0.05029636966809742,5.709039559670127,0.8045226583965783,4.904516901273548,3.7472327991607073,Low,0,Low Risk — Auto approve,unlabeled
IG0001553,1553150,100504,7268,4962,7.26,0.00341242,14.255796328569668,0.06470978334352767,0.004679522261211087,0.0031947976692528086,0.07231552973015999,3.8650130293939013,1.0762617718879535,2.7887512575059477,2.7495125263915225,Low,0,Low Risk — Auto approve,unlabeled
IG0001554,382241,184128,5435,302,49.67,0.132115602,12.853809194860723,0.48170656732271,0.01421877820537305,0.0007900774642176009,0.029517509558567953,13.25518698574039,0.3166462414021192,12.93854074433827,8.079770688005082,Low,0,Low Risk — Auto approve,unlabeled
IG0001555,929028,89742,7903,1448,10.67,0.093969181,13.741895233670434,0.09659773440628269,0.008506740378115623,0.0015586182547781121,0.08806355998306256,1.9605904020370912,0.35164699669382943,1.6089434053432619,1.3170130398997866,Low,0,Low Risk — Auto approve,unlabeled
IG0001556,700866,161615,6157,1655,24.17,0.014268063,13.46007341905728,0.23059329458127517,0.008784846176016528,0.0023613643692232183,0.038096711320112615,4.8529958726573845,0.3965149190298753,4.456480953627509,3.0704034912063807,Low,0,Low Risk — Auto approve,unlabeled
IG0001557,126551,15808,7197,3191,20.7,0.55313668,11.748408569878416,0.12491406626577427,0.05687035266414331,0.025215130658785785,0.4552758097165992,35.68001319411078,0.36913910352540147,35.31087409058538,21.555663557876628,Low,1,Low Risk — Auto approve,unlabeled
IG0001558,3385,66536,1007,872,2021.12,3.190546529,8.12740456269308,19.65612998522895,0.29748892171344166,0.25760709010339733,0.015134663941324997,85.25405776767812,9.613200427120296,75.64085734055783,54.99771483145499,High,1,High Risk — Request audience proof,unlabeled
IG0001559,1442572,132672,1244,467,9.32,0.007971872,14.18193888266971,0.0919690663620256,0.0008623486384041837,0.00032372734255205286,0.009376507477086349,3.27564335944104,0.5309311101874957,2.7447122492535443,2.1777584597396222,Low,0,Low Risk — Auto approve,unlabeled
IG0001560,1766469,186691,2473,1988,10.82,0.048288422,14.384493762902908,0.10568597580823666,0.0013999679586791504,0.0011254089372641127,0.0132464875114494,3.3687991897211336,0.5740165654808396,2.794782624240294,2.250886140025016,Low,0,Low Risk — Auto approve,unlabeled
IG0001561,1545528,75602,6718,3064,5.52,0.012358236,14.25087680453226,0.048916616198477154,0.004346734578732964,0.0019824940085200657,0.08886008306658554,2.223429888387222,0.33452833020922196,1.888901558178,1.467869265116022,Low,0,Low Risk — Auto approve,unlabeled
IG0001562,1767525,103093,3916,781,6.1,0.033266856,14.385091386687106,0.05832619057721956,0.0022155273617063408,0.00044186079404817473,0.03798512023124751,2.992786893672879,0.14957822133462306,2.843208672338256,1.8555034247375766,Low,0,Low Risk — Auto approve,unlabeled
IG0001563,1486941,100512,9570,3039,7.61,0.017620067,14.212232219974124,0.06759649508622063,0.006436032095422751,0.0020437932641577576,0.09521251193887297,2.1923819712192762,0.6506795263999376,1.5417024448193386,1.5757009932915407,Low,0,Low Risk — Auto approve,unlabeled
IG0001564,570067,170417,3865,1892,30.9,0.108583728,13.253510930940877,0.2989420541795964,0.0067799048182055795,0.003318908128342809,0.022679662240269457,6.557771581639724,0.3343536706509971,6.223417910988727,4.068404417244233,Low,0,Low Risk — Auto approve,unlabeled
IG0001565,743878,85519,386,82,11.56,0.023928655,13.519633666180217,0.11496374405480468,0.0005189022931179575,0.00011023312962609461,0.004513616857072697,4.064558895973928,1.353136847134213,2.711422048839715,2.979990076438042,Low,0,Low Risk — Auto approve,unlabeled
IG0001566,1139549,134327,1199,1717,12.04,0.023693584,13.946144005599477,0.11787733568280083,0.0010521706394371808,0.001506736436958832,0.008925979140455753,2.0306032865690495,0.4371479135323236,1.593455373036726,1.393221137354359,Low,0,Low Risk — Auto approve,unlabeled
IG0001567,1154917,6049,1788,4965,1.11,0.080178922,13.959539903746723,0.005237605819292642,0.001548163201338278,0.004299010231904111,0.2955860472805422,9.420266762268009,2.42353629139492,6.996730470873088,6.621574573918774,Low,0,Low Risk — Auto approve,unlabeled
IG0001568,752688,52859,7410,3683,8.5,0.032284293,13.531407406859772,0.07022697319473672,0.009844716535935208,0.004893129689858215,0.14018426379613688,3.7322036577749973,0.7005416128508976,3.0316620449241,2.5195388398053575,Low,0,Low Risk — Auto approve,unlabeled
IG0001569,1888218,179966,4078,2655,9.89,0.050788627,14.451144614723306,0.0953099695056397,0.0021597082540257533,0.0014060876445410435,0.022659835746752163,3.2174452829488644,0.5345577343963726,2.682887548552492,2.144290263527868,Low,0,Low Risk — Auto approve,unlabeled
IG0001570,954816,29872,7153,398,3.92,0.038541457,13.769274978064178,0.031285608955023796,0.007491495743682552,0.0004168342382197198,0.2394550080342796,4.584035387761584,0.7647602499165251,3.8192751378450587,3.0563253326235604,Low,0,Low Risk — Auto approve,unlabeled
IG0001571,1979035,34522,5575,4421,2.25,0.001920128,14.498120415424808,0.017443855212262542,0.002817029511858052,0.002233917035322771,0.1614912229882394,7.802571529833985,1.2897642257757613,6.5128073040582235,5.197448608210696,Low,0,Low Risk — Auto approve,unlabeled
IG0001572,1096677,105280,1470,4209,10.12,0.091002182,13.90779616836655,0.0959990954492526,0.0013404129018845111,0.003837957757844835,0.013962765957446808,2.4668050518853977,0.89195837741837,1.5748466744670275,1.8368663820985867,Low,0,Low Risk — Auto approve,unlabeled
IG0001573,710210,189987,6165,1905,27.89,0.135875304,13.47331738796594,0.26750820179946777,0.008680531110516608,0.0026823052336632826,0.03244958865606594,6.990872099571494,0.9301054908079449,6.060766608763549,4.566565456066074,Low,0,Low Risk — Auto approve,unlabeled
IG0001574,160638,42357,3966,3863,31.24,0.239046801,11.986914890366524,0.2636798266910694,0.02468905240354088,0.024047859161593146,0.09363269353353637,20.965607099397072,0.4116281202192783,20.553978979177796,12.744015507725955,Low,0,Low Risk — Auto approve,unlabeled
IG0001575,1014082,16120,1834,4587,2.22,0.082143259,13.829495313826799,0.015896150409927402,0.001808532248871393,0.004523302849276488,0.11377171215880894,5.5260120529200565,1.11431397548064,4.411698077439416,3.76133282194429,Low,0,Low Risk — Auto approve,unlabeled
IG0001576,1275655,168041,2867,4820,13.78,0.050640651,14.058971114063798,0.13172919010233958,0.002247472866880152,0.003778451070234507,0.017061312417802798,3.2272599624543505,0.41996044928965015,2.8072995131647005,2.1043401571884703,Low,0,Low Risk — Auto approve,unlabeled
IG0001577,1689680,193663,1784,1173,11.64,0.001657119,14.340050311685888,0.11461519340940296,0.0010558212205861465,0.0006942142890961602,0.009211878366027585,5.331329371485554,0.8868976971431731,4.444431674342381,3.5535567017486014,Low,0,Low Risk — Auto approve,unlabeled
IG0001578,597929,16293,8102,4390,4.81,0.145836713,13.301228969224892,0.02724905465364617,0.013550103774862902,0.007342008833824752,0.4972687657276131,13.07100637390174,2.761525789644703,10.309480584257038,8.947214140198925,Low,0,Low Risk — Auto approve,unlabeled
IG0001579,48806,84398,5219,4936,193.73,0.522476745,10.79562902417728,1.7292545998442814,0.10693357374093349,0.1011351063393845,0.06183795824545606,52.9452111920443,0.746061464140971,52.199149727903325,32.065551300882966,Medium,1,Medium Risk — Manual review required,unlabeled
IG0001580,956408,133587,1491,319,14.16,0.063257522,13.770940924810612,0.1396757450795058,0.0015589581015633496,0.0003335396608978595,0.01116126569202093,2.6858689291561917,0.5004575245976476,2.185411404558544,1.8117043673327742,Low,0,Low Risk — Auto approve,unlabeled
IG0001581,510504,79940,2440,1144,16.36,0.12517042,13.143155710858188,0.15659034992869791,0.004779590365599486,0.002240922696002382,0.030522892169126844,4.264954115887428,0.2553551051670245,4.009599010720404,2.6611145115992665,Low,0,Low Risk — Auto approve,unlabeled
IG0001582,1739895,124,8483,668,0.53,0.045749887,14.369335899289466,7.126866851160558e-05,0.004875581572451211,0.00038393121423993976,68.41129032258064,50.0724052528762,51.66587121546569,1.593465962589491,50.709791637912,High,1,High Risk — Request audience proof,unlabeled
IG0001583,215918,192111,2220,4458,92.07,0.222306616,12.282658616336219,0.889740549653109,0.010281681008531017,0.020646726998212284,0.011555819291971829,28.046593603155614,0.6156678519627743,27.430925751192838,17.07422330267848,Low,0,Low Risk — Auto approve,unlabeled
IG0001584,306374,74959,5076,4768,27.68,0.236638879,12.632565120830414,0.2446650172664782,0.016567985534020512,0.015562678295155594,0.06771701863685481,12.770385131183314,0.16776307557948245,12.602622055603831,7.7293363089417815,Low,0,Low Risk — Auto approve,unlabeled
IG0001585,525636,9459,2632,751,2.44,0.096264335,13.172366139413079,0.01799534278474077,0.005007267386556476,0.0014287453675166845,0.2782535151707369,6.732792353349785,1.160103530560092,5.572688822789693,4.503716824233908,Low,0,Low Risk — Auto approve,unlabeled
IG0001586,820526,25557,9565,3976,4.76,0.118704343,13.617702095735035,0.031147093449811463,0.011657156506923607,0.004845672166390827,0.37426145478733813,9.915029028359845,1.97745184714897,7.937577181210875,6.739998155875495,Low,0,Low Risk — Auto approve,unlabeled
IG0001587,131801,119363,8946,4982,101.13,0.700298177,11.789056075442241,0.9056304580390133,0.06787505405877042,0.037799409716163,0.0749478481606528,37.684535137313524,0.9998029450601535,36.68473219225337,23.010642260412176,Low,1,Low Risk — Auto approve,unlabeled
IG0001588,1428447,173177,4819,798,12.52,0.013791201,14.172099098170312,0.12123445952142431,0.003373593840023466,0.0005586486582981378,0.027827020909243144,2.668078220523772,0.5880432184121523,2.08003500211162,1.8360642196791241,Low,0,Low Risk — Auto approve,unlabeled
IG0001589,1800904,118533,5016,1287,6.93,0.028596749,14.403799874293773,0.06581861109753769,0.00278526784326094,0.0007146410913630043,0.042317329351319884,2.5612450886765346,0.34272483646523544,2.2185202522112992,1.6738369877920147,Low,0,Low Risk — Auto approve,unlabeled
IG0001590,344492,138665,3898,4056,42.56,0.034543618,12.749829049926072,0.40252023269045434,0.011315211964283641,0.011773858318915968,0.028110914794648976,11.270934571460181,0.3427077674866513,10.92822680397353,6.8996438498707695,Low,0,Low Risk — Auto approve,unlabeled
IG0001591,126654,30912,7540,573,30.81,0.443728583,11.74922213352935,0.24406651191434933,0.059532269016375323,0.004524136624188734,0.24391821946169773,29.756363344067715,0.34356426280322133,29.412799081264495,17.991243711561918,Low,0,Low Risk — Auto approve,unlabeled
IG0001592,1187225,117290,5450,4498,10.72,0.044810377,13.987130051424987,0.09879340478847733,0.004590536755880309,0.00378866684916507,0.046466024384005454,1.3615554412675241,0.12233118819816692,1.2392242530693571,0.8658657400397812,Low,0,Low Risk — Auto approve,unlabeled
IG0001593,1083382,160793,428,4826,15.33,0.086765333,13.895599110740754,0.14841764031523508,0.0003950591758031793,0.0044545691178180915,0.0026618074169895457,5.290753765966563,0.7662186347831637,4.524535131183399,3.480939713493203,Low,0,Low Risk — Auto approve,unlabeled
IG0001594,1055728,61472,8548,480,6.68,0.042435173,13.869742081525663,0.058227119106436506,0.008096782504584513,0.0004546625645999727,0.1390551795939615,2.934968468044625,0.46279545559341434,2.4721730124512105,1.9460992630641407,Low,0,Low Risk — Auto approve,unlabeled
IG0001595,1381571,166500,869,314,12.14,0.006514323,14.138732539251395,0.12051497896235518,0.000628994094404124,0.0002272774978629401,0.005219219219219219,5.000135927543262,1.3225266369763131,3.6776092905669486,3.5290922113164824,Low,0,Low Risk — Auto approve,unlabeled
IG0001596,1290080,132669,7773,4862,11.26,0.016200546,14.070215565064276,0.1028378085079995,0.0060252077390549426,0.0037687585266030013,0.05858942179408905,2.7238763770902388,0.5337249492661236,2.190151427824115,1.8478158059605927,Low,0,Low Risk — Auto approve,unlabeled
IG0001597,681190,58373,1765,1732,9.08,0.127424067,13.43159801570453,0.08569268486031797,0.002591053890984894,0.002542609257329086,0.03023658198139551,3.319548303305492,0.5481587340961837,2.7713895692093082,2.2109924756217687,Low,0,Low Risk — Auto approve,unlabeled
IG0001598,1622765,43875,9251,3149,3.47,0.046895268,14.299642658652992,0.027037186530397193,0.005700763819776739,0.001940515108472268,0.21084900284900285,4.247499536599042,0.7002008293023775,3.5472987072966644,2.8285800536803762,Low,0,Low Risk — Auto approve,unlabeled
IG0001599,1316418,87767,3879,4624,7.31,0.027119046,14.09042572925011,0.06667107256205855,0.0029466324526100374,0.00351256211932684,0.044196565907459524,1.5708159257062464,0.48560660351852425,1.0852093221877221,1.1367321968311574,Low,0,Low Risk — Auto approve,unlabeled
IG0001600,667817,716,9935,4727,2.3,0.047468094,13.411770960306331,0.0010721500051660859,0.014876830029783608,0.007078286416787833,13.875698324022347,43.76487531746076,7.944306569273881,35.820568748186886,29.43664781818601,Low,1,Low Risk — Auto approve,unlabeled
IG0001601,539817,172187,3418,4773,33.41,0.137824485,13.198987324693674,0.31897291119027377,0.006331775397958938,0.008841885305575779,0.019850511362646425,8.529969303743238,0.5114636564867068,8.018505647256532,5.322567044840625,Low,0,Low Risk — Auto approve,unlabeled
IG0001602,1803441,168944,6802,2523,9.88,0.013307893,14.405207619119103,0.0936786953385223,0.0037716786964475135,0.0013989922597966887,0.04026186191874231,2.8745000273627026,0.474991578614159,2.3995084487485436,1.9146966478632852,Low,0,Low Risk — Auto approve,unlabeled
IG0001603,964800,10683,7171,1537,2.01,0.061981758,13.779677141438766,0.01107276119402985,0.007432628524046435,0.0015930762852404644,0.6712533932415988,9.185575176060953,1.6743039206915042,7.511271255369448,6.181066673913173,Low,0,Low Risk — Auto approve,unlabeled
IG0001604,1324974,112321,8034,2266,9.25,0.009132255,14.09690414929993,0.08477222949280515,0.0060635152086003195,0.0017102222383231671,0.07152714096206408,1.8407148418720385,0.4864006679272252,1.3543141739448132,1.2989891722941131,Low,0,Low Risk — Auto approve,unlabeled
IG0001605,1208645,93375,8823,372,8.49,0.011748694,14.005011282751255,0.07725593536563673,0.0072999102300510075,0.00030778268225988605,0.09448995983935743,3.495514356849347,0.5121582694340635,2.9833560874152836,2.3021719218832333,Low,0,Low Risk — Auto approve,unlabeled
IG0001606,91364,150128,6177,2857,174.21,0.889847205,11.422617751938695,1.643185499759205,0.06760868613458255,0.03127052230637888,0.041144889694127676,40.185368658901595,0.2936656531049965,39.8917030057966,24.228687456582954,Low,1,Low Risk — Auto approve,unlabeled
IG0001607,155231,132843,1918,1809,87.98,0.077304147,11.952676051044943,0.8557762302632851,0.0123557794512694,0.011653600118533025,0.014438096098401873,23.65323558114893,0.49846429459439334,23.15477128655454,14.391327066527115,Low,0,Low Risk — Auto approve,unlabeled
IG0001608,1779256,192777,8079,755,11.33,0.014950069,14.391706419395735,0.10834697199278799,0.004540661939597225,0.0004243346657254493,0.04190852643209512,4.6113121705861335,0.5856126804619066,4.025699490124227,3.0010323745364427,Low,0,Low Risk — Auto approve,unlabeled
IG0001609,1341504,92283,8176,4444,7.82,0.048527623,14.109302676011946,0.06879070058680406,0.006094651972711225,0.0033126997757740567,0.08859703303967145,2.0831836899448106,0.4293423918212105,1.6538412981236001,1.4216471706953704,Low,0,Low Risk — Auto approve,unlabeled
IG0001610,1999780,176570,5076,1185,9.14,0.037054076,14.508548232528657,0.08829471241836602,0.0025382792107131783,0.0005925651821700387,0.028747805402956336,4.0342036010656095,0.5705369955799718,3.4636666054856375,2.6487369588713543,Low,0,Low Risk — Auto approve,unlabeled
IG0001611,1103560,181364,2600,762,16.74,0.083366559,13.914052781809932,0.1643444851208815,0.0023560114538402985,0.000690492587625503,0.014335810855517082,3.8042521928019952,0.7972298490612235,3.007022343740772,2.6014432553056865,Low,0,Low Risk — Auto approve,unlabeled
IG0001612,1832599,49287,5971,3067,3.18,0.026028607,14.42124628151325,0.02689459068787007,0.0032582141537783223,0.001673579435544819,0.12114756426643943,3.539282981182357,0.33878371303154664,3.2004992681508107,2.2590832739220326,Low,0,Low Risk — Auto approve,unlabeled
IG0001613,1732628,1461,2820,3784,0.47,0.039823898,14.36515046614873,0.0008432277442128374,0.0016275853789734437,0.002183965629090607,1.9301848049281314,22.072167809892353,1.912171520800141,20.159996289092213,14.008169294255467,Low,0,Low Risk — Auto approve,unlabeled
IG0001614,1497020,129297,6742,2568,9.26,0.064528196,14.218987691359485,0.08636958758066024,0.0045036138461744,0.001715407943781646,0.05214351454403428,1.6754715489444023,0.6383620211090452,1.0371095278353573,1.2606277378102595,Low,0,Low Risk — Auto approve,unlabeled
IG0001615,844421,71844,6229,3339,9.64,0.026527052,13.646407648619745,0.08508078316384836,0.007376652167579916,0.003954188728134426,0.08670174266466232,1.713715234605044,0.45037259944440555,1.2633426351606385,1.2083781805407887,Low,0,Low Risk — Auto approve,unlabeled
IG0001616,46795,116984,7581,3331,273.31,0.585532642,10.753553008167492,2.499925205684368,0.16200448765893793,0.0711828186772091,0.06480373384394447,54.45124925956992,0.31640306668435586,54.13484619288556,32.79731078241569,Medium,1,Medium Risk — Manual review required,unlabeled
IG0001617,30902,20037,818,1032,70.83,1.854248916,10.338608545551804,0.6484046340042716,0.0264707785903825,0.03339589670571484,0.04082447472176474,45.55395901414132,1.743251560887578,43.81070745325374,28.02967603283982,Low,1,Low Risk — Auto approve,unlabeled
IG0001618,706822,72709,3732,2832,11.22,0.013298964,13.468535559928226,0.10286748290234317,0.005279971477967579,0.004006666459165108,0.05132789613390364,1.8043678910845056,0.5107325008611803,1.2936353902233253,1.2869137349951754,Low,0,Low Risk — Auto approve,unlabeled
IG0001619,479854,117762,8965,4005,27.24,0.15317159,13.08123925391438,0.2454121461944675,0.0186827660079941,0.008346288662801602,0.07612812282400096,8.360745909650563,0.35237599850406137,8.0083699111465,5.1573979451919625,Low,0,Low Risk — Auto approve,unlabeled
IG0001620,283909,57000,8651,3581,24.39,0.042971516,12.55641256551103,0.20076855612185596,0.030471031210704838,0.012613196481971336,0.1517719298245614,15.347601142818146,0.7754040827276388,14.572197060090508,9.518722318781943,Low,0,Low Risk — Auto approve,unlabeled
IG0001621,1330015,141409,7875,4333,11.55,0.053006921,14.100701530200764,0.10632135727792544,0.0059209858535430055,0.0032578579940827734,0.0556895247120056,2.3492547672235857,0.2796485432635385,2.0696062239600472,1.5214122776395669,Low,0,Low Risk — Auto approve,unlabeled
IG0001622,1086119,77376,9309,2820,8.24,0.032316901,13.898122270609218,0.07124081247082502,0.008570884037568628,0.0025964005785738026,0.12030862282878411,2.4220272987500104,0.4018939579577776,2.020133340792233,1.6139739624331173,Low,0,Low Risk — Auto approve,unlabeled
IG0001623,1152788,1670,3753,1358,0.59,0.052741701,13.957694781637192,0.0014486618528298351,0.0032555855890241746,0.0011780136503849797,2.247305389221557,21.41867865948261,0.6552306128958204,20.763448046586788,13.113299440847893,Low,0,Low Risk — Auto approve,unlabeled
IG0001624,709427,180123,5067,1228,26.28,0.008034653,13.472214290517366,0.2538992736391482,0.007142383923927339,0.0017309744342969748,0.028130777302176845,5.7973004970631665,0.41275281720967427,5.384547679853492,3.6434814251217693,Low,0,Low Risk — Auto approve,unlabeled
IG0001625,1141498,145537,5414,3598,13.54,0.029259797,13.947852868911305,0.12749650021287817,0.004742890482506321,0.0031519985142330516,0.03720016215807664,1.6960978306540406,0.18664389829331451,1.5094539323607261,1.09231625770975,Low,0,Low Risk — Auto approve,unlabeled
IG0001626,967309,180514,9787,393,19.71,0.066886589,13.78227430217158,0.18661461849315988,0.010117759681756294,0.0004062817569153187,0.054217401420388445,5.215135893205117,1.0486420765879532,4.166493816617164,3.5485383665582515,Low,0,Low Risk — Auto approve,unlabeled
IG0001627,50644,191398,2498,4543,391.83,0.019745676,10.832595788120898,3.779282837058684,0.04932469789116183,0.08970460469157254,0.0130513380495094,59.9075816838727,1.005945017443662,58.901636666429035,36.346927017301084,Medium,1,Medium Risk — Manual review required,unlabeled
