post_id,likes,comments,shares,followers,engagement_rate,growth rate,engagement,Clause 1,Clause 2,Combined,Label
IG0001324,191736,1443,2406,1816321,10.77,0.02125175,195585,,,,unlabeled
IG0001325,92860,3022,4301,583835,17.16,0.12143842,100183,,,,unlabeled
IG0001326,87852,6277,4586,1987489,4.97,0.047748692,98715,,,,unlabeled
IG0001327,29427,3219,2742,1026249,3.45,0.04004876,35388,,,,unlabeled
IG0001328,135371,2982,3359,871764,16.26,0.098077002,141712,,,,unlabeled
IG0001329,170716,3651,3663,74937,237.57,0.242870678,178030,,,,unlabeled
IG0001330,71471,4563,848,1180045,6.52,0.002203306,76882,,,,unlabeled
IG0001331,35681,9561,2715,375758,12.76,0.008249991,47957,,,,unlabeled
IG0001332,110524,8261,1528,897502,13.41,0.107409231,120313,,,,unlabeled
IG0001333,184012,8580,4912,1312717,15.05,0.046468508,197504,,,,unlabeled
IG0001334,173452,9512,3271,1012012,18.4,0.043378932,186235,,,,unlabeled
IG0001335,44488,8360,3577,985419,5.73,0.05936561,56425,,,,unlabeled
IG0001336,47078,6626,1610,959212,5.77,0.016054845,55314,,,,unlabeled
IG0001337,190859,2169,4080,300997,65.49,0.017940378,197108,,,,unlabeled
IG0001338,122935,2321,214,1196743,10.48,0.048214195,125470,,,,unlabeled
IG0001339,21966,9009,2033,1943645,1.7,0.025210365,33008,,,,unlabeled
IG0001340,107803,604,2586,1466169,7.57,0.048357318,110993,,,,unlabeled
IG0001341,175809,3101,4906,1616851,11.37,0.052323931,183816,,,,unlabeled
IG0001342,57158,5322,4734,144621,46.48,0.028349963,67214,,,,unlabeled
IG0001343,129981,2009,4338,830707,16.41,0.108341449,136328,,,,unlabeled
IG0001344,135440,8263,2141,1825476,7.99,0.018132257,145844,,,,unlabeled
IG0001345,134457,2724,3161,586888,23.91,0.113139134,140342,,,,unlabeled
IG0001346,127965,8051,4442,1879447,7.47,0.04762039,140458,,,,unlabeled
IG0001347,21680,6605,2606,1569954,1.97,0.04745362,30891,,,,unlabeled
IG0001348,69455,5833,3604,1388485,5.68,0.012171539,78892,,,,unlabeled
IG0001349,167614,4599,1132,349955,49.53,0.180308897,173345,,,,unlabeled
IG0001350,41514,4813,4025,1621791,3.1,0.043778761,50352,,,,unlabeled
IG0001351,24448,3548,1630,26939,109.97,2.449979584,29626,,,,unlabeled
IG0001352,78451,4412,4280,1388509,6.28,0.001584433,87143,,,,unlabeled
IG0001353,76049,9075,508,1488912,5.75,0.026193623,85632,,,,unlabeled
IG0001354,9597,2506,4481,1813514,0.91,0.040363626,16584,,,,unlabeled
IG0001355,94600,5044,1520,665826,15.19,0.122254162,101164,,,,unlabeled
IG0001356,3643,7860,4829,1767327,0.92,0.001640896,16332,,,,unlabeled
IG0001357,61785,7816,435,560774,12.49,0.102001876,70036,,,,unlabeled
IG0001358,133378,7671,509,956192,14.8,0.03189736,141558,,,,unlabeled
IG0001359,131156,9343,4169,195943,73.83,0.40624059,144668,,,,unlabeled
IG0001360,43113,8752,3967,223684,24.96,0.364353284,55832,,,,unlabeled
IG0001361,148892,2822,2536,174777,88.26,0.046344771,154250,,,,unlabeled
IG0001362,126540,8382,3847,1348080,10.29,0.045694618,138769,,,,unlabeled
IG0001363,31654,255,3992,1320413,2.72,0.057027612,35901,,,,unlabeled
IG0001364,196792,7765,4009,1573479,13.26,0.045694922,208566,,,,unlabeled
IG0001365,176976,5875,4471,1919933,9.76,0.014948438,187322,,,,unlabeled
IG0001366,180426,8129,1572,54299,350.15,0.710878653,190127,,,,unlabeled
IG0001367,199103,1876,396,1764374,11.41,0.043301477,201375,,,,unlabeled
IG0001368,3053,2156,547,1097466,0.52,0.02724458,5756,,,,unlabeled
IG0001369,33199,4562,3115,702025,5.82,0.110394929,40876,,,,unlabeled
IG0001370,156616,8684,622,1584549,10.47,0.021520319,165922,,,,unlabeled
IG0001371,129390,5447,3051,539988,25.54,0.039445321,137888,,,,unlabeled
IG0001372,48589,6451,2156,521830,10.96,0.012647797,57196,,,,unlabeled
IG0001373,43718,6144,2500,599972,8.73,0.125672531,52362,,,,unlabeled
IG0001374,144797,1685,1237,1627602,9.08,0.050810948,147719,,,,unlabeled
IG0001375,146644,3518,137,357717,42.02,0.016213934,150299,,,,unlabeled
IG0001376,190256,7423,3591,1225830,16.42,0.053922648,201270,,,,unlabeled
IG0001377,2005,9236,973,754445,1.62,0.037643566,12214,,,,unlabeled
IG0001378,53668,6086,4024,315511,20.21,0.303634422,63778,,,,unlabeled
IG0001379,28344,9363,3858,159781,26.01,0.510699019,41565,,,,unlabeled
IG0001380,51004,9600,1651,491918,12.66,0.168727308,62255,,,,unlabeled
IG0001381,75017,3859,3157,985704,8.32,0.101450334,82033,,,,unlabeled
IG0001382,127817,8048,201,980180,13.88,0.062029423,136066,,,,unlabeled
IG0001383,176030,498,3046,91041,197.25,0.763392318,179574,,,,unlabeled
IG0001384,186913,3345,2991,861841,22.42,0.082265754,193249,,,,unlabeled
IG0001385,135070,2492,1572,1167883,11.91,0.013357502,139134,,,,unlabeled
IG0001386,128606,6617,1202,1706982,7.99,0.036204248,136425,,,,unlabeled
IG0001387,65998,3720,4663,485669,15.32,0.180163856,74381,,,,unlabeled
IG0001388,90173,7723,2896,1977292,5.1,0.018409016,100792,,,,unlabeled
IG0001389,111952,6943,829,764380,15.66,0.078756639,119724,,,,unlabeled
IG0001390,99616,6758,640,360970,29.65,0.013574535,107014,,,,unlabeled
IG0001391,76234,9842,410,1278321,6.77,0.006649347,86486,,,,unlabeled
IG0001392,179828,4306,2037,347648,53.55,0.229542526,186171,,,,unlabeled
IG0001393,63437,8402,3405,1329815,5.66,0.045043859,75244,,,,unlabeled
IG0001394,159752,5793,2851,1822516,9.24,0.000548692,168396,,,,unlabeled
IG0001395,50974,4399,4838,75145,80.13,0.841040655,60211,,,,unlabeled
IG0001396,131438,356,4206,978301,13.9,0.021568004,136000,,,,unlabeled
IG0001397,45395,4749,651,678450,7.49,0.002800501,50795,,,,unlabeled
IG0001398,120781,3890,2308,683938,18.57,0.131152239,126979,,,,unlabeled
IG0001399,16939,2397,4262,658378,3.58,0.147483664,23598,,,,unlabeled
IG0001400,29120,392,1320,79849,38.61,0.756427757,30832,,,,unlabeled
IG0001401,181484,6637,386,763836,24.68,0.078943648,188507,,,,unlabeled
IG0001402,70840,311,3048,1265845,5.86,0.066753828,74199,,,,unlabeled
IG0001403,163440,2588,834,1015873,16.43,0.086625001,166862,,,,unlabeled
IG0001404,70487,5538,756,1392865,5.51,0.057148396,76781,,,,unlabeled
IG0001405,29919,8889,341,845666,4.63,0.099921246,39149,,,,unlabeled
IG0001406,32313,655,4818,143398,26.35,0.400981883,37786,,,,unlabeled
IG0001407,186000,686,2855,866731,21.87,0.10372307,189541,,,,unlabeled
IG0001408,19030,4419,2938,169827,15.54,0.098924199,26387,,,,unlabeled
IG0001409,107734,3556,536,1910219,5.85,0.049366067,111826,,,,unlabeled
IG0001410,101939,3171,2780,1578635,6.83,0.042378384,107890,,,,unlabeled
IG0001411,137090,7562,2173,1834057,8.01,0.009050973,146825,,,,unlabeled
IG0001412,58323,3242,346,1383316,4.48,0.059422431,61911,,,,unlabeled
IG0001413,63685,8998,4238,880119,8.74,0.079761941,76921,,,,unlabeled
IG0001414,143654,1209,828,969796,15.02,0.088987787,145691,,,,unlabeled
IG0001415,28762,8165,608,849974,4.42,0.010941511,37535,,,,unlabeled
IG0001416,136926,3520,904,646604,21.86,0.016084033,141350,,,,unlabeled
IG0001417,105017,208,4863,998897,11.02,0.083992644,110088,,,,unlabeled
IG0001418,178163,1357,2592,1460528,12.47,0.059156689,182112,,,,unlabeled
IG0001419,67811,2195,437,1073300,6.56,0.022640455,70443,,,,unlabeled
IG0001420,187095,4688,3525,865380,22.57,0.049920266,195308,,,,unlabeled
IG0001421,99441,4307,887,1262641,8.29,0.037144366,104635,,,,unlabeled
IG0001422,60701,5647,4234,1485225,4.75,0.054604521,70582,,,,unlabeled
IG0001423,78525,8743,2602,352610,25.49,0.06097388,89870,,,,unlabeled
IG0001424,155994,6688,435,25289,645.01,2.400253074,163117,,,,unlabeled
IG0001425,22904,6076,3236,1657881,1.94,0.056276657,32216,,,,unlabeled
IG0001426,116212,3388,1064,1799886,6.7,0.017945581,120664,,,,unlabeled
IG0001427,136994,7595,875,1010301,14.4,0.060180085,145464,,,,unlabeled
IG0001428,82259,6966,155,948762,9.42,0.062713304,89380,,,,unlabeled
IG0001429,145241,6713,1806,1588700,9.68,0.008560458,153760,,,,unlabeled
IG0001430,164771,4993,4126,490387,35.46,0.0991054,173890,,,,unlabeled
IG0001431,59149,775,2380,1971954,3.16,0.008722313,62304,,,,unlabeled
IG0001432,25657,7407,3175,1929703,1.88,0.036741405,36239,,,,unlabeled
IG0001433,79322,48,1542,598779,13.51,0.06680261,80912,,,,unlabeled
IG0001434,54062,6387,4959,275932,23.7,0.096038154,65408,,,,unlabeled
IG0001435,167106,6096,1493,439289,39.77,0.093332635,174695,,,,unlabeled
IG0001436,65521,5443,813,243508,29.48,0.099380718,71777,,,,unlabeled
IG0001437,147480,9990,4396,1943706,8.33,0.020219107,161866,,,,unlabeled
IG0001438,24082,1829,2080,790830,3.54,0.009230808,27991,,,,unlabeled
IG0001439,55523,4735,1718,1853968,3.34,0.022114729,61976,,,,unlabeled
IG0001440,189361,2598,3429,347243,56.27,0.255152732,195388,,,,unlabeled
IG0001441,104747,2549,478,1720246,6.27,0.055050266,107774,,,,unlabeled
IG0001442,41091,7853,3683,658721,7.99,0.138753736,52627,,,,unlabeled
IG0001443,69863,8233,4218,258660,31.82,0.136472589,82314,,,,unlabeled
IG0001444,65069,718,2051,724114,9.37,0.106613047,67838,,,,unlabeled
IG0001445,182831,562,4939,1364335,13.8,0.041118933,188332,,,,unlabeled
IG0001446,70918,8978,3947,1719575,4.88,0.043092043,83843,,,,unlabeled
IG0001447,55778,7298,1644,1618323,4,0.03583957,64720,,,,unlabeled
IG0001448,83594,8398,2374,609961,15.47,0.034428431,94366,,,,unlabeled
IG0001449,96723,6688,1823,11590,907.97,5.893011217,105234,,,,unlabeled
IG0001450,107321,4092,136,1758996,6.34,0.043888673,111549,,,,unlabeled
IG0001451,89671,6719,3710,990377,10.11,0.056443152,100100,,,,unlabeled
IG0001452,168847,3537,2605,1463199,11.96,0.00642428,174989,,,,unlabeled
IG0001453,61237,5736,1945,1411676,4.88,0.006092049,68918,,,,unlabeled
IG0001454,60532,8064,2339,727965,9.74,0.094510038,70935,,,,unlabeled
IG0001455,91479,7193,3932,1077863,9.52,0.054645164,102604,,,,unlabeled
IG0001456,120563,8075,3650,246079,53.76,0.167019534,132288,,,,unlabeled
IG0001457,146409,897,1926,984819,15.15,0.039398103,149232,,,,unlabeled
IG0001458,18087,310,2049,590314,3.46,0.125695816,20446,,,,unlabeled
IG0001459,51256,9397,4069,1307445,4.95,0.012237608,64722,,,,unlabeled
IG0001460,173241,6861,76,1090800,16.52,0.032819949,180178,,,,unlabeled
IG0001461,20799,9543,2952,931879,3.57,0.099369124,33294,,,,unlabeled
IG0001462,112785,7991,1999,168335,72.93,0.121780972,122775,,,,unlabeled
IG0001463,53900,3916,1830,1155056,5.16,0.048049618,59646,,,,unlabeled
IG0001464,167082,5907,1859,1664838,10.5,0.026428998,174848,,,,unlabeled
IG0001465,130448,6741,1909,457760,30.39,0.15291856,139098,,,,unlabeled
IG0001466,166172,9704,3226,873475,20.5,0.03972638,179102,,,,unlabeled
IG0001467,77859,9637,3055,1836739,4.93,0.008221092,90551,,,,unlabeled
IG0001468,156766,2068,5000,1523404,10.75,0.065511184,163834,,,,unlabeled
IG0001469,108518,7196,1981,1933539,6.09,0.039616475,117695,,,,unlabeled
IG0001470,8180,5515,2272,820909,1.95,0.038981178,15967,,,,unlabeled
IG0001471,25150,7237,2519,1660206,2.1,0.005059613,34906,,,,unlabeled
IG0001472,169214,4367,1900,1987350,8.83,0.033109417,175481,,,,unlabeled
IG0001473,44409,3775,4150,1744906,3,0.038913271,52334,,,,unlabeled
IG0001474,33568,372,333,964437,3.55,0.092385506,34273,,,,unlabeled
IG0001475,144697,1495,4495,924254,16.3,0.022071855,150687,,,,unlabeled
IG0001476,25817,5806,2265,1508329,2.25,0.001458568,33888,,,,unlabeled
IG0001477,29712,7890,1773,1956782,2.01,0.043591979,39375,,,,unlabeled
IG0001478,104122,7095,1753,1344629,8.4,0.038821117,112970,,,,unlabeled
IG0001479,129645,2442,1028,542475,24.54,0.077607263,133115,,,,unlabeled
IG0001480,81581,1907,3735,34835,250.39,1.151141094,87223,,,,unlabeled
IG0001481,62076,9355,4756,1124359,6.78,0.07559863,76187,,,,unlabeled
IG0001482,66821,6903,953,1880541,3.97,0.018718018,74677,,,,unlabeled
IG0001483,165457,9020,2500,1954575,9.05,0.027115869,176977,,,,unlabeled
IG0001484,189320,6426,1736,1971715,10.02,0.016635264,197482,,,,unlabeled
IG0001485,76398,4638,3243,1270858,6.63,0.044772901,84279,,,,unlabeled
IG0001486,26718,6785,1665,241803,14.54,0.315546126,35168,,,,unlabeled
IG0001487,38526,5132,1574,495758,9.12,0.137970542,45232,,,,unlabeled
IG0001488,109211,6963,3542,176969,67.65,0.087585961,119716,,,,unlabeled
IG0001489,187884,5382,2712,542350,36.13,0.064718355,195978,,,,unlabeled
IG0001490,53329,1183,4646,1766655,3.35,0.041038007,59158,,,,unlabeled
IG0001491,112923,9643,3528,1128401,11.17,0.071162645,126094,,,,unlabeled
IG0001492,39671,3032,2452,1313445,3.44,0.054969945,45155,,,,unlabeled
IG0001493,168258,7384,4947,1482107,12.18,0.021253526,180589,,,,unlabeled
IG0001494,73401,605,1391,533467,14.13,0.106848221,75397,,,,unlabeled
IG0001495,143932,5594,1567,1136667,13.29,0.029560109,151093,,,,unlabeled
IG0001496,138589,8995,2354,1296445,11.57,0.059624589,149938,,,,unlabeled
IG0001497,142684,5054,2196,1572251,9.54,0.042486855,149934,,,,unlabeled
IG0001498,178601,1563,2804,316648,57.78,0.222644703,182968,,,,unlabeled
IG0001499,168544,4325,3172,388892,45.27,0.018514138,176041,,,,unlabeled
IG0001500,1550,4891,2923,1389337,0.67,0.059596772,9364,,,,unlabeled
IG0001501,122981,1791,4542,1586858,8.15,0.051863494,129314,,,,unlabeled
IG0001502,74723,5034,4104,174573,48.04,0.331093583,83861,,,,unlabeled
IG0001503,132333,9623,1549,963417,14.9,0.079301071,143505,,,,unlabeled
IG0001504,195533,5192,543,83392,241.35,0.494052187,201268,,,,unlabeled
IG0001505,26107,9970,2669,803336,4.82,0.041701106,38746,,,,unlabeled
IG0001506,122100,7548,1087,1728253,7.56,0.047562481,130735,,,,unlabeled
IG0001507,58400,3177,4904,961375,6.92,0.096632428,66481,,,,unlabeled
IG0001508,92409,7649,3115,934411,11.04,0.08871899,103173,,,,unlabeled
IG0001509,117152,6854,4780,848256,15.18,0.117653161,128786,,,,unlabeled
IG0001510,60261,501,3159,150974,42.34,0.40404308,63921,,,,unlabeled
IG0001511,84087,747,3903,1544928,5.74,0.0363771,88737,,,,unlabeled
IG0001512,179449,1948,1876,298909,61.31,0.220468437,183273,,,,unlabeled
IG0001513,165139,7327,254,91555,188.65,0.789689258,172720,,,,unlabeled
IG0001514,153450,1833,2196,19327,814.81,1.686759456,157479,,,,unlabeled
IG0001515,50104,7625,1746,836222,7.11,0.114204123,59475,,,,unlabeled
IG0001516,112536,7762,3709,1034301,11.99,0.07831376,124007,,,,unlabeled
IG0001517,132541,2870,1589,1501847,9.12,0.006392129,137000,,,,unlabeled
IG0001518,106817,3180,796,1128683,9.82,0.076460795,110793,,,,unlabeled
IG0001519,152171,8519,2926,1059025,15.45,0.006609853,163616,,,,unlabeled
IG0001520,112722,2393,3797,798636,14.89,0.080261846,118912,,,,unlabeled
IG0001521,195385,705,4163,1761379,11.37,0.020211437,200253,,,,unlabeled
IG0001522,152322,8775,310,539426,29.92,0.05542929,161407,,,,unlabeled
IG0001523,102299,9530,3099,911527,12.61,0.025232385,114928,,,,unlabeled
IG0001524,71688,3642,2599,1737903,4.48,0.021059864,77929,,,,unlabeled
IG0001525,11641,2564,3824,940439,1.92,0.042320661,18029,,,,unlabeled
IG0001526,11659,5565,1146,14240,129,5.842696629,18370,,,,unlabeled
IG0001527,98934,2432,2613,867220,11.99,0.044971288,103979,,,,unlabeled
IG0001528,11510,1400,2240,1166905,1.3,0.024080795,15150,,,,unlabeled
IG0001529,66750,9043,195,1762626,4.31,0.037330665,75988,,,,unlabeled
IG0001530,150884,6345,1579,1131296,14.04,0.059489294,158808,,,,unlabeled
IG0001531,26874,5796,1184,596525,5.68,0.118352123,33854,,,,unlabeled
IG0001532,83333,7669,2911,767401,12.24,0.126921909,93913,,,,unlabeled
IG0001533,74590,3888,3986,813716,10.13,0.003318111,82464,,,,unlabeled
IG0001534,188405,5261,1150,1037695,18.77,0.077768516,194816,,,,unlabeled
IG0001535,98851,5572,3984,1626077,6.67,0.009655139,108407,,,,unlabeled
IG0001536,41741,7216,2834,1777667,2.91,0.02615788,51791,,,,unlabeled
IG0001537,58927,5114,36,1054227,6.08,0.078730672,64077,,,,unlabeled
IG0001538,46924,5051,325,1680388,3.11,0.053499549,52300,,,,unlabeled
IG0001539,4276,8094,2396,387215,3.81,0.103301783,14766,,,,unlabeled
IG0001540,36576,9324,2418,1723463,2.8,0.025529994,48318,,,,unlabeled
IG0001541,157162,4399,2873,452763,36.32,0.074211011,164434,,,,unlabeled
IG0001542,75798,4008,1966,700550,11.67,0.067375633,81772,,,,unlabeled
IG0001543,192803,854,1881,318635,61.37,0.229729942,195538,,,,unlabeled
IG0001544,121946,4698,3598,1456817,8.94,0.041734823,130242,,,,unlabeled
IG0001545,29160,2748,2024,64000,53.02,0.85625,33932,,,,unlabeled
IG0001546,157656,2370,1498,1954318,8.26,0.048610308,161524,,,,unlabeled
IG0001547,78558,4182,3841,960448,9.01,0.070592057,86581,,,,unlabeled
IG0001548,115006,5060,999,1472457,8.22,6.79E-05,121065,,,,unlabeled
IG0001549,174445,2727,4910,1312591,13.87,0.041140005,182082,,,,unlabeled
IG0001550,81603,3512,1776,1594955,5.45,0.026834613,86891,,,,unlabeled
IG0001551,70880,2828,4974,379497,20.73,0.238473558,78682,,,,unlabeled
IG0001552,190809,9597,3917,829895,24.62,0.033739208,204323,,,,unlabeled
IG0001553,100504,7268,4962,1553150,7.26,0.00341242,112734,,,,unlabeled
IG0001554,184128,5435,302,382241,49.67,0.132115602,189865,,,,unlabeled
IG0001555,89742,7903,1448,929028,10.67,0.093969181,99093,,,,unlabeled
IG0001556,161615,6157,1655,700866,24.17,0.014268063,169427,,,,unlabeled
IG0001557,15808,7197,3191,126551,20.7,0.55313668,26196,,,,unlabeled
IG0001558,66536,1007,872,3385,2021.12,3.190546529,68415,,,,unlabeled
IG0001559,132672,1244,467,1442572,9.32,0.007971872,134383,,,,unlabeled
IG0001560,186691,2473,1988,1766469,10.82,0.048288422,191152,,,,unlabeled
IG0001561,75602,6718,3064,1545528,5.52,0.012358236,85384,,,,unlabeled
IG0001562,103093,3916,781,1767525,6.1,0.033266856,107790,,,,unlabeled
IG0001563,100512,9570,3039,1486941,7.61,0.017620067,113121,,,,unlabeled
IG0001564,170417,3865,1892,570067,30.9,0.108583728,176174,,,,unlabeled
IG0001565,85519,386,82,743878,11.56,0.023928655,85987,,,,unlabeled
IG0001566,134327,1199,1717,1139549,12.04,0.023693584,137243,,,,unlabeled
IG0001567,6049,1788,4965,1154917,1.11,0.080178922,12802,,,,unlabeled
IG0001568,52859,7410,3683,752688,8.5,0.032284293,63952,,,,unlabeled
IG0001569,179966,4078,2655,1888218,9.89,0.050788627,186699,,,,unlabeled
IG0001570,29872,7153,398,954816,3.92,0.038541457,37423,,,,unlabeled
IG0001571,34522,5575,4421,1979035,2.25,0.001920128,44518,,,,unlabeled
IG0001572,105280,1470,4209,1096677,10.12,0.091002182,110959,,,,unlabeled
IG0001573,189987,6165,1905,710210,27.89,0.135875304,198057,,,,unlabeled
IG0001574,42357,3966,3863,160638,31.24,0.239046801,50186,,,,unlabeled
IG0001575,16120,1834,4587,1014082,2.22,0.082143259,22541,,,,unlabeled
IG0001576,168041,2867,4820,1275655,13.78,0.050640651,175728,,,,unlabeled
IG0001577,193663,1784,1173,1689680,11.64,0.001657119,196620,,,,unlabeled
IG0001578,16293,8102,4390,597929,4.81,0.145836713,28785,,,,unlabeled
IG0001579,84398,5219,4936,48806,193.73,0.522476745,94553,,,,unlabeled
IG0001580,133587,1491,319,956408,14.16,0.063257522,135397,,,,unlabeled
IG0001581,79940,2440,1144,510504,16.36,0.12517042,83524,,,,unlabeled
IG0001582,124,8483,668,1739895,0.53,0.045749887,9275,,,,unlabeled
IG0001583,192111,2220,4458,215918,92.07,0.222306616,198789,,,,unlabeled
IG0001584,74959,5076,4768,306374,27.68,0.236638879,84803,,,,unlabeled
IG0001585,9459,2632,751,525636,2.44,0.096264335,12842,,,,unlabeled
IG0001586,25557,9565,3976,820526,4.76,0.118704343,39098,,,,unlabeled
IG0001587,119363,8946,4982,131801,101.13,0.700298177,133291,,,,unlabeled
IG0001588,173177,4819,798,1428447,12.52,0.013791201,178794,,,,unlabeled
IG0001589,118533,5016,1287,1800904,6.93,0.028596749,124836,,,,unlabeled
IG0001590,138665,3898,4056,344492,42.56,0.034543618,146619,,,,unlabeled
IG0001591,30912,7540,573,126654,30.81,0.443728583,39025,,,,unlabeled
IG0001592,117290,5450,4498,1187225,10.72,0.044810377,127238,,,,unlabeled
IG0001593,160793,428,4826,1083382,15.33,0.086765333,166047,,,,unlabeled
IG0001594,61472,8548,480,1055728,6.68,0.042435173,70500,,,,unlabeled
IG0001595,166500,869,314,1381571,12.14,0.006514323,167683,,,,unlabeled
IG0001596,132669,7773,4862,1290080,11.26,0.016200546,145304,,,,unlabeled
IG0001597,58373,1765,1732,681190,9.08,0.127424067,61870,,,,unlabeled
IG0001598,43875,9251,3149,1622765,3.47,0.046895268,56275,,,,unlabeled
IG0001599,87767,3879,4624,1316418,7.31,0.027119046,96270,,,,unlabeled
IG0001600,716,9935,4727,667817,2.3,0.047468094,15378,,,,unlabeled
IG0001601,172187,3418,4773,539817,33.41,0.137824485,180378,,,,unlabeled
IG0001602,168944,6802,2523,1803441,9.88,0.013307893,178269,,,,unlabeled
IG0001603,10683,7171,1537,964800,2.01,0.061981758,19391,,,,unlabeled
IG0001604,112321,8034,2266,1324974,9.25,0.009132255,122621,,,,unlabeled
IG0001605,93375,8823,372,1208645,8.49,0.011748694,102570,,,,unlabeled
IG0001606,150128,6177,2857,91364,174.21,0.889847205,159162,,,,unlabeled
IG0001607,132843,1918,1809,155231,87.98,0.077304147,136570,,,,unlabeled
IG0001608,192777,8079,755,1779256,11.33,0.014950069,201611,,,,unlabeled
IG0001609,92283,8176,4444,1341504,7.82,0.048527623,104903,,,,unlabeled
IG0001610,176570,5076,1185,1999780,9.14,0.037054076,182831,,,,unlabeled
IG0001611,181364,2600,762,1103560,16.74,0.083366559,184726,,,,unlabeled
IG0001612,49287,5971,3067,1832599,3.18,0.026028607,58325,,,,unlabeled
IG0001613,1461,2820,3784,1732628,0.47,0.039823898,8065,,,,unlabeled
IG0001614,129297,6742,2568,1497020,9.26,0.064528196,138607,,,,unlabeled
IG0001615,71844,6229,3339,844421,9.64,0.026527052,81412,,,,unlabeled
IG0001616,116984,7581,3331,46795,273.31,0.585532642,127896,,,,unlabeled
IG0001617,20037,818,1032,30902,70.83,1.854248916,21887,,,,unlabeled
IG0001618,72709,3732,2832,706822,11.22,0.013298964,79273,,,,unlabeled
IG0001619,117762,8965,4005,479854,27.24,0.15317159,130732,,,,unlabeled
IG0001620,57000,8651,3581,283909,24.39,0.042971516,69232,,,,unlabeled
IG0001621,141409,7875,4333,1330015,11.55,0.053006921,153617,,,,unlabeled
IG0001622,77376,9309,2820,1086119,8.24,0.032316901,89505,,,,unlabeled
IG0001623,1670,3753,1358,1152788,0.59,0.052741701,6781,,,,unlabeled
IG0001624,180123,5067,1228,709427,26.28,0.008034653,186418,,,,unlabeled
IG0001625,145537,5414,3598,1141498,13.54,0.029259797,154549,,,,unlabeled
IG0001626,180514,9787,393,967309,19.71,0.066886589,190694,,,,unlabeled
IG0001627,191398,2498,4543,50644,391.83,0.019745676,198439,,,,unlabeled
IG0001628,141378,588,4602,562174,26.07,0.154222714,146568,,,,unlabeled
IG0001629,167868,8157,3087,1809958,9.9,0.027238201,179112,,,,unlabeled
IG0001630,58941,7749,2205,1419271,4.85,0.002959266,68895,,,,unlabeled
IG0001631,139530,2919,4087,605311,24.21,0.056169473,146536,,,,unlabeled
IG0001632,88725,2722,1487,321075,28.94,0.23421319,92934,,,,unlabeled
IG0001633,81444,8478,4122,1259638,7.47,0.01127308,94044,,,,unlabeled
IG0001634,66740,5301,4472,1325708,5.77,0.074375353,76513,,,,unlabeled
IG0001635,187548,1079,4903,111422,173.69,0.353610598,193530,,,,unlabeled
IG0001636,57154,6863,3507,181339,37.24,0.371679561,67524,,,,unlabeled
IG0001637,88931,646,1568,42753,213.19,2.226744322,91145,,,,unlabeled
IG0001638,63383,800,866,1143115,5.69,0.023969592,65049,,,,unlabeled
IG0001639,6582,2717,4022,972730,1.37,0.046055946,13321,,,,unlabeled
IG0001640,53427,3402,4925,912277,6.77,0,61754,,,,unlabeled
IG0001641,161362,9051,302,775243,22.02,0.128733829,170715,,,,unlabeled
IG0001642,164568,2097,1168,36286,462.53,0.777159235,167833,,,,unlabeled
IG0001643,105440,8932,1939,807167,14.41,0.042742084,116311,,,,unlabeled
IG0001644,16461,9593,2579,657069,4.36,0.069855677,28633,,,,unlabeled
IG0001645,112954,5711,2890,1760627,6.9,0.029023751,121555,,,,unlabeled
IG0001646,77681,2645,5000,484848,17.6,0.163968914,85326,,,,unlabeled
IG0001647,1959,9874,3434,347919,4.39,0.260692862,15267,,,,unlabeled
IG0001648,95089,8944,4253,925857,11.7,0.092454882,108286,,,,unlabeled
IG0001649,190400,3679,2441,1148458,17.11,0.074795944,196520,,,,unlabeled
IG0001650,126267,459,4002,958012,13.65,0.081836136,130728,,,,unlabeled
IG0001651,24711,4828,3470,1949179,1.69,0.0252927,33009,,,,unlabeled
IG0001652,55828,9442,4189,146016,47.57,0.193814377,69459,,,,unlabeled
IG0001653,141913,4911,2569,543441,27.49,0.010672732,149393,,,,unlabeled
IG0001654,154619,9910,1550,1944665,8.54,0.009410361,166079,,,,unlabeled
IG0001655,35017,6794,4681,624849,7.44,0.153157003,46492,,,,unlabeled
IG0001656,155224,4256,112,489108,32.63,0.068900938,159592,,,,unlabeled
IG0001657,145723,5471,1579,1164028,13.12,0.071475944,152773,,,,unlabeled
IG0001658,166627,1096,23,1317047,12.74,0.007744598,167746,,,,unlabeled
IG0001659,130674,2360,1909,1100599,12.26,0.039705651,134943,,,,unlabeled
IG0001660,27451,3396,4688,301943,11.77,0.184140715,35535,,,,unlabeled
IG0001661,161235,9458,2034,1003078,17.22,0.009371156,172727,,,,unlabeled
IG0001662,165771,8406,2599,20709,853.62,1.265150418,176776,,,,unlabeled
IG0001663,93701,5343,2178,26867,376.75,0.111661146,101222,,,,unlabeled
IG0001664,28060,9968,4433,608625,6.98,0.043705073,42461,,,,unlabeled
IG0001665,55469,9633,2075,749459,8.96,0.004136317,67177,,,,unlabeled
IG0001666,91607,6326,3447,806413,12.57,0.115325522,101380,,,,unlabeled
IG0001667,48225,16,2167,1718521,2.93,0.048588292,50408,,,,unlabeled
IG0001668,118689,4569,1538,1307002,9.55,0.044835433,124796,,,,unlabeled
IG0001669,36475,2477,4097,1338021,3.22,0.00298949,43049,,,,unlabeled
IG0001670,95761,958,3838,613787,16.38,0.133596834,100557,,,,unlabeled
